total_credit_utilized,installment,state,accounts_current_delinq,accounts_current_installment,accounts_opened_24m,accounts_satisfactory,accounts_120d_past_due,accounts_30d_past_due,accounts_active_debit,accounts_total_cc,accounts_open_cc,accounts_mort,grade_C,grade_D,grade_A,grade_B,grade_Missing,grade_F,grade_E,grade_G,issue_date_year,issue_date_month,issue_date_day,application_time_time_seconds,y,split
154494,779.16,21,0,4,4,24,0.0,0,11,24,18,0,0,0,0,1,0,0,0,0,2018,3,31,56562.6,0,full
61169,399.69,46,0,3,6,9,0.0,0,2,10,5,3,0,0,1,0,0,0,0,0,2018,4,10,40401.5,0,full
19580,403.49,43,0,0,0,11,0.0,0,8,17,11,1,0,0,1,0,0,0,0,0,2018,1,1,37918.2,0,full
3928,209.53,31,0,0,2,4,0.0,0,1,4,4,2,0,0,0,1,0,0,0,0,2018,1,11,56798.2,0,full
17860,134.03,20,0,1,1,4,0.0,0,3,7,3,0,1,0,0,0,0,0,0,0,2018,4,14,52393.3,0,full
35141,307.95,17,0,1,3,6,0.0,0,2,12,4,1,1,0,0,0,0,0,0,0,2018,1,13,57952.8,0,full
29768,1280.2,20,0,1,1,3,0.0,0,1,4,2,0,0,0,0,1,0,0,0,0,2018,2,13,37227.5,0,full
123026,99.37,43,0,4,10,19,0.0,0,6,18,14,3,0,0,1,0,0,0,0,0,2018,4,16,41755.2,0,full
25301,201.88,38,0,2,4,9,0.0,0,2,6,6,3,1,0,0,0,0,0,0,0,2018,4,14,55393.3,0,full
3412,248.27,22,0,0,1,3,0.0,0,3,5,3,0,0,0,1,0,0,0,0,0,2018,3,9,60188.5,0,full
30592,152.27,27,0,4,2,8,0.0,0,2,4,3,3,0,0,1,0,0,0,0,0,2018,4,16,54627.5,0,full
16497,779.05,23,0,1,2,7,0.0,0,1,10,6,0,0,0,0,1,0,0,0,0,2018,4,10,49042.1,0,full
7358,261.73,43,0,0,6,10,0.0,0,2,12,10,0,0,1,0,0,0,0,0,0,2018,4,10,54952.8,0,full
12897,152.3,27,0,1,5,8,0.0,0,2,8,6,2,0,0,1,0,0,0,0,0,2018,1,25,50752.8,0,full
11004,668.95,43,0,3,4,9,0.0,0,2,28,5,1,0,1,0,0,0,0,0,0,2018,2,14,54801.5,0,full
77297,451.73,36,0,15,2,18,0.0,0,2,4,3,0,0,0,1,0,0,0,0,0,2018,3,7,54563.4,0,full
9382,679.48,46,0,0,0,6,0.0,0,4,8,6,0,1,0,0,0,0,0,0,0,2018,4,4,39193.3,0,full
32326,298.85,34,0,7,10,17,0.0,0,4,12,10,0,0,0,0,1,0,0,0,0,2018,3,25,49448.2,0,full
50295,466.1,28,0,2,2,3,0.0,0,1,2,1,0,1,0,0,0,0,0,0,0,2018,4,18,37962.6,0,full
47743,952.65,46,0,4,14,12,0.0,0,3,11,8,1,1,0,0,0,0,0,0,0,2018,3,1,39481.9,0,full
18962,849.35,25,0,1,3,6,0.0,0,3,7,5,1,1,0,0,0,0,0,0,0,2018,4,10,55448.2,0,full
274530,596.97,21,0,9,3,18,0.0,0,5,9,8,2,0,0,0,1,0,0,0,0,2018,2,10,42611.2,0,full
106187,514.91,5,0,3,2,9,0.0,0,1,13,5,4,0,0,0,1,0,0,0,0,2018,3,7,63027.5,0,full
33506,1204.6,6,0,4,4,6,0.0,0,1,3,2,0,0,0,1,0,0,0,0,0,2018,1,1,41755.2,0,full
98339,1076.23,28,0,2,4,11,0.0,0,5,14,8,1,0,0,1,0,0,0,0,0,2018,2,18,42848.2,0,full
256631,1252.91,6,0,4,15,32,0.0,0,8,28,26,4,0,0,1,0,0,0,0,0,2018,3,15,56842.1,0,full
93001,225.54,25,0,5,8,10,0.0,0,1,8,5,0,1,0,0,0,0,0,0,0,2018,4,4,53747.4,0,full
17375,1289.19,32,0,1,5,14,0.0,0,8,13,13,0,0,0,0,1,0,0,0,0,2018,3,11,62593.3,0,full
116649,187.91,36,0,3,4,5,0.0,0,1,27,2,3,0,0,1,0,0,0,0,0,2018,3,25,55183.3,0,full
177400,345.85,38,0,5,14,18,0.0,0,3,43,12,3,1,0,0,0,0,0,0,0,2018,1,11,47198.2,0,full
39817,290.85,43,0,1,6,10,0.0,0,5,11,9,0,1,0,0,0,0,0,0,0,2018,1,3,59648.2,0,full
109716,378.82,38,0,3,4,8,0.0,0,4,7,5,0,0,0,0,0,0,0,1,0,2018,3,3,52962.6,0,full
34603,155.17,42,0,1,13,16,0.0,0,3,23,15,0,0,0,1,0,0,0,0,0,2018,4,10,56198.2,0,full
47000,121.31,31,0,8,3,13,0.0,0,0,12,5,0,0,1,0,0,0,0,0,0,2018,1,23,63355.2,0,full
21017,460.88,36,0,2,3,13,0.0,0,3,14,11,0,0,0,0,1,0,0,0,0,2018,1,15,36718.2,0,full
22479,167.56,46,0,1,5,6,0.0,0,4,5,5,0,1,0,0,0,0,0,0,0,2018,2,12,51352.8,0,full
58817,714.49,27,0,2,2,5,0.0,0,2,6,3,0,1,0,0,0,0,0,0,0,2018,3,11,54162.6,0,full
49818,203.85,22,0,4,7,25,0.0,0,11,22,19,0,1,0,0,0,0,0,0,0,2018,4,4,56842.1,0,full
97445,486.91,20,0,2,5,21,0.0,0,5,21,18,3,0,0,0,1,0,0,0,0,2018,3,17,53152.8,0,full
184723,580.22,36,0,2,5,12,0.0,0,6,9,9,1,0,0,0,1,0,0,0,0,2018,2,12,37393.3,0,full
14778,125.3,30,0,1,3,6,0.0,0,4,6,5,0,0,0,1,0,0,0,0,0,2018,1,21,55918.2,0,full
54050,697.23,31,0,3,7,9,0.0,0,4,7,5,5,0,1,0,0,0,0,0,0,2018,2,25,38242.1,0,full
14280,230.57,46,0,2,2,5,0.0,0,1,6,3,0,1,0,0,0,0,0,0,0,2018,1,11,38198.2,0,full
51934,290.8,23,0,1,13,15,0.0,0,7,19,14,1,1,0,0,0,0,0,0,0,2018,3,9,47048.2,0,full
16322,375.82,26,0,4,3,9,0.0,0,2,11,4,4,0,0,1,0,0,0,0,0,2018,4,10,51998.2,0,full
88514,546.15,43,0,4,2,9,0.0,0,1,5,4,1,0,1,0,0,0,0,0,0,2018,3,13,59281.9,0,full
52036,419.36,42,0,3,5,8,0.0,0,2,7,5,0,0,0,0,1,0,0,0,0,2018,4,12,37993.3,0,full
9757,984.16,37,0,0,4,7,0.0,0,2,7,6,0,0,0,0,1,0,0,0,0,2018,3,9,52555.2,0,full
36113,295.37,18,0,2,6,11,0.0,0,1,17,8,2,1,0,0,0,0,0,0,0,2018,4,10,38198.2,0,full
25522,281.91,37,0,1,6,24,0.0,0,9,29,23,0,0,0,1,0,0,0,0,0,2018,2,15,38198.2,0,full
36336,860.96,32,0,1,5,13,0.0,0,5,15,11,2,0,0,0,0,0,0,1,0,2018,2,20,53518.2,0,full
98811,916.03,36,0,1,8,16,0.0,0,5,19,15,4,0,1,0,0,0,0,0,0,2018,2,13,50842.1,0,full
65878,519.37,33,0,2,4,35,0.0,0,11,39,33,0,0,0,0,1,0,0,0,0,2018,3,13,57952.8,0,full
49713,290.72,47,0,3,3,10,0.0,0,5,9,7,0,0,1,0,0,0,0,0,0,2018,1,3,56281.9,0,full
22291,789.52,20,0,0,3,9,0.0,0,4,11,9,0,0,1,0,0,0,0,0,0,2018,4,12,60998.2,0,full
21696,294.27,43,0,1,3,7,0.0,0,3,9,6,0,0,0,0,1,0,0,0,0,2018,2,20,49448.2,0,full
98193,166.05,42,0,11,10,19,0.0,0,2,8,8,0,0,0,0,1,0,0,0,0,2018,3,13,39011.2,0,full
19140,261.57,43,0,1,6,11,0.0,0,5,11,10,0,0,0,0,1,0,0,0,0,2018,2,7,50752.8,0,full
54328,161.18,30,0,3,5,10,0.0,0,4,14,7,0,0,0,0,1,0,0,0,0,2018,1,9,43042.1,0,full
7988,239.49,40,0,1,1,13,0.0,0,9,16,12,0,1,0,0,0,0,0,0,0,2018,4,8,54952.8,0,full
106480,372.4,20,0,4,3,20,0.0,0,7,25,15,1,0,0,1,0,0,0,0,0,2018,4,10,52362.6,0,full
40075,422.86,12,0,2,0,4,0.0,0,2,4,2,0,0,0,1,0,0,0,0,0,2018,2,4,42248.2,0,full
131423,177.27,34,0,12,5,20,0.0,0,4,13,7,0,0,0,0,1,0,0,0,0,2018,2,27,53648.2,0,full
5618,248.44,46,0,0,1,5,0.0,0,3,11,5,1,1,0,0,0,0,0,0,0,2018,2,4,39398.2,0,full
52279,166.03,27,0,3,3,5,0.0,0,0,13,1,1,0,0,0,1,0,0,0,0,2018,3,11,51118.2,0,full
64861,546.15,0,0,7,6,18,0.0,0,6,14,10,1,0,1,0,0,0,0,0,0,2018,3,15,50842.1,0,full
28509,415.32,5,0,1,1,4,0.0,0,1,3,2,1,0,1,0,0,0,0,0,0,2018,2,11,56281.9,0,full
98720,657.68,34,0,2,6,13,0.0,0,4,18,9,4,0,0,1,0,0,0,0,0,2018,3,23,38648.2,0,full
42023,550.07,42,0,2,6,11,0.0,0,2,12,8,1,0,1,0,0,0,0,0,0,2018,3,15,62383.3,0,full
8070,486.47,22,0,1,8,7,0.0,0,3,8,6,0,1,0,0,0,0,0,0,0,2018,2,9,59983.3,0,full
7077,631.66,40,0,1,5,7,0.0,0,1,10,6,1,1,0,0,0,0,0,0,0,2018,2,3,51848.2,0,full
25406,602.21,28,0,2,4,8,0.0,0,1,10,5,1,0,0,1,0,0,0,0,0,2018,2,11,56648.2,0,full
840,615.34,44,0,0,0,3,0.0,0,2,4,3,0,0,1,0,0,0,0,0,0,2018,3,21,41048.2,0,full
94966,1179.77,22,0,5,6,12,0.0,0,3,11,6,5,0,0,0,1,0,0,0,0,2018,3,21,52918.2,0,full
22536,173.43,43,0,3,8,7,0.0,0,1,10,4,1,1,0,0,0,0,0,0,0,2018,4,20,40042.1,0,full
17760,569.7,36,0,0,0,6,0.0,0,2,7,6,0,1,0,0,0,0,0,0,0,2018,1,29,56842.1,0,full
17405,194.94,36,0,4,4,9,0.0,0,1,6,4,1,0,0,1,0,0,0,0,0,2018,1,3,55042.1,0,full
27301,511.96,46,0,0,3,7,0.0,0,3,22,6,1,0,0,1,0,0,0,0,0,2018,3,17,63162.6,0,full
51751,699.44,36,0,1,3,9,0.0,0,5,12,8,0,0,1,0,0,0,0,0,0,2018,3,17,57193.3,0,full
14658,508.99,24,0,1,6,11,0.0,0,4,17,9,4,0,0,0,1,0,0,0,0,2018,3,25,57583.3,0,full
8549,251.06,36,0,1,1,2,0.0,0,1,2,1,0,0,1,0,0,0,0,0,0,2018,3,25,60248.2,0,full
4503,303.26,23,0,0,4,5,0.0,0,3,5,4,1,0,1,0,0,0,0,0,0,2018,2,3,59798.2,0,full
27905,169.87,35,0,3,7,14,0.0,0,3,18,10,0,1,0,0,0,0,0,0,0,2018,4,16,56562.6,0,full
74069,628.07,36,0,2,8,15,0.0,0,3,29,12,3,0,1,0,0,0,0,0,0,2018,2,12,57011.2,0,full
37596,421.95,8,0,6,5,11,0.0,0,4,5,5,0,1,0,0,0,0,0,0,0,2018,3,25,55081.9,0,full
14274,833.39,31,0,0,11,16,0.0,0,8,18,15,1,1,0,0,0,0,0,0,0,2018,3,19,59983.3,0,full
19444,111.5,43,0,1,2,9,0.0,0,3,13,8,0,0,1,0,0,0,0,0,0,2018,2,14,48955.2,0,full
80655,266.86,23,0,11,8,15,0.0,0,2,5,3,2,1,0,0,0,0,0,0,0,2018,3,29,55081.9,0,full
18247,433.86,43,0,1,3,8,0.0,0,6,10,7,0,0,0,0,1,0,0,0,0,2018,3,5,51952.8,0,full
41063,478.1,31,0,4,1,6,0.0,0,1,2,2,0,0,1,0,0,0,0,0,0,2018,1,21,56518.2,0,full
9802,798.49,41,0,1,10,17,0.0,0,3,17,14,3,0,0,1,0,0,0,0,0,2018,3,13,57193.3,0,full
61626,501.09,35,0,2,4,9,0.0,0,3,12,7,0,0,0,1,0,0,0,0,0,2018,3,17,36442.1,0,full
7719,304.54,36,0,0,3,8,0.0,0,4,9,7,1,0,0,1,0,0,0,0,0,2018,4,8,52393.3,0,full
72399,292.4,24,0,2,6,7,0.0,0,1,7,3,2,0,0,1,0,0,0,0,0,2018,1,17,41983.3,0,full
63281,368.78,42,0,2,2,4,0.0,0,0,4,1,3,0,0,0,1,0,0,0,0,2018,3,23,36563.4,0,full
13627,480.58,36,0,2,6,7,0.0,0,2,15,4,4,0,0,0,1,0,0,0,0,2018,2,3,56383.3,0,full
42003,461.03,37,0,3,14,13,0.0,0,3,9,9,3,1,0,0,0,0,0,0,0,2018,3,7,54352.8,0,full
8642,351.67,22,0,3,11,11,0.0,0,1,11,7,2,1,0,0,0,0,0,0,0,2018,2,2,49918.2,0,full
33426,313.23,26,0,2,7,8,0.0,0,1,6,5,4,0,0,1,0,0,0,0,0,2018,1,21,36248.2,0,full
36125,159.41,29,0,2,9,20,0.0,0,4,31,18,2,0,0,0,1,0,0,0,0,2018,2,20,56518.2,0,full
24754,398.42,31,0,3,4,7,0.0,0,1,3,3,1,0,1,0,0,0,0,0,0,2018,1,25,41048.2,0,full
2701,1066.04,36,0,0,3,4,0.0,0,1,7,3,1,0,0,1,0,0,0,0,0,2018,1,27,60998.2,0,full
38870,80.02,46,0,3,3,17,0.0,0,5,25,13,2,0,0,0,1,0,0,0,0,2018,1,5,64183.3,0,full
44827,451.73,18,0,2,1,11,0.0,0,5,10,9,0,0,0,1,0,0,0,0,0,2018,1,13,42442.1,0,full
5241,483.52,36,0,0,2,4,0.0,0,4,4,4,0,0,0,0,1,0,0,0,0,2018,1,31,57398.2,0,full
85788,476.33,22,0,4,2,7,0.0,0,1,8,3,0,1,0,0,0,0,0,0,0,2018,2,16,38427.5,0,full
20436,342.12,37,0,2,2,9,0.0,0,2,7,6,1,1,0,0,0,0,0,0,0,2018,3,19,52362.6,0,full
60547,243.49,21,0,15,5,22,0.0,0,4,7,7,0,0,0,0,1,0,0,0,0,2018,1,21,50518.2,0,full
40864,335.12,46,0,2,6,7,0.0,0,1,26,6,2,1,0,0,0,0,0,0,0,2018,2,16,53198.2,0,full
28527,307.91,42,0,2,11,9,0.0,0,5,15,6,1,1,0,0,0,0,0,0,0,2018,3,17,52362.6,0,full
55616,855.3,36,0,2,6,28,0.0,0,9,43,25,2,1,0,0,0,0,0,0,0,2018,3,3,42718.2,0,full
24355,121.84,24,0,5,3,16,0.0,0,4,18,10,5,0,0,1,0,0,0,0,0,2018,1,29,58042.1,0,full
5947,160.03,36,0,1,3,3,0.0,0,1,3,2,0,0,0,0,1,0,0,0,0,2018,3,5,63193.3,0,full
50943,884.85,13,0,3,9,27,0.0,0,12,29,22,2,0,1,0,0,0,0,0,0,2018,3,7,52362.6,0,full
18458,557.46,36,0,3,1,5,0.0,0,2,2,2,0,0,1,0,0,0,0,0,0,2018,1,1,58448.2,0,full
40254,233.05,5,0,3,5,12,0.0,0,1,11,8,2,1,0,0,0,0,0,0,0,2018,3,21,47518.2,0,full
19638,451.29,37,0,2,3,7,0.0,0,2,11,4,1,0,0,0,1,0,0,0,0,2018,3,7,41562.6,0,full
15475,351.62,23,0,3,12,12,0.0,0,5,11,8,2,1,0,0,0,0,0,0,0,2018,3,19,51352.8,0,full
21517,389.18,24,0,1,3,9,0.0,0,3,11,8,0,1,0,0,0,0,0,0,0,2018,3,11,62001.5,0,full
72587,346.9,37,0,4,4,11,0.0,0,1,14,7,1,1,0,0,0,0,0,0,0,2018,2,12,61042.1,0,full
69105,141.0,35,0,4,8,23,0.0,0,7,23,18,5,1,0,0,0,0,0,0,0,2018,3,15,62881.9,0,full
13867,214.55,38,0,2,1,6,0.0,0,2,5,4,0,0,0,0,1,0,0,0,0,2018,3,21,55783.3,0,full
17016,789.57,31,0,0,1,8,0.0,0,1,16,7,3,1,0,0,0,0,0,0,0,2018,2,20,56752.8,0,full
40800,167.56,3,0,1,6,12,0.0,0,5,12,10,0,1,0,0,0,0,0,0,0,2018,1,17,51627.5,0,full
85226,335.05,44,0,3,1,7,0.0,0,2,6,4,0,0,0,1,0,0,0,0,0,2018,1,9,64042.1,0,full
59212,767.07,2,0,4,7,16,0.0,0,4,21,12,8,0,1,0,0,0,0,0,0,2018,2,25,54718.2,0,full
25602,64.93,43,0,3,12,15,0.0,0,2,35,13,0,0,0,0,1,0,0,0,0,2018,2,23,58163.4,0,full
154329,780.94,24,0,6,3,14,0.0,0,3,8,7,5,0,0,0,1,0,0,0,0,2018,4,8,56242.1,0,full
118766,626.36,35,0,3,3,5,0.0,0,2,3,2,0,0,0,1,0,0,0,0,0,2018,3,13,37393.3,0,full
31220,515.75,22,0,1,1,5,0.0,0,3,9,4,0,0,0,0,1,0,0,0,0,2018,2,13,40552.8,0,full
9868,322.35,12,0,0,2,8,0.0,0,3,15,7,3,0,0,0,1,0,0,0,0,2018,1,15,46962.6,0,full
88002,173.45,36,0,2,3,11,0.0,0,4,20,7,5,1,0,0,0,0,0,0,0,2018,1,11,50752.8,0,full
46003,332.81,30,0,3,2,8,0.0,0,5,12,5,0,0,0,0,1,0,0,0,0,2018,3,29,59593.3,0,full
783821,1144.2,2,0,10,3,20,0.0,0,7,14,10,0,0,0,0,1,0,0,0,0,2018,2,11,57011.2,0,full
37640,1298.59,22,0,4,5,10,0.0,0,4,8,5,1,0,0,0,1,0,0,0,0,2018,1,23,57952.8,0,full
50294,1096.29,43,0,1,4,14,0.0,0,5,12,12,6,0,0,1,0,0,0,0,0,2018,2,18,57011.2,0,full
60970,1204.42,43,0,1,2,13,0.0,0,7,15,10,0,0,0,1,0,0,0,0,0,2018,4,12,57481.9,0,full
21592,93.12,40,0,1,5,17,0.0,0,13,23,16,0,0,0,1,0,0,0,0,0,2018,1,17,60481.9,0,full
7932,144.53,24,0,1,0,5,0.0,0,2,7,4,0,0,0,1,0,0,0,0,0,2018,3,31,53152.8,0,full
15257,1230.85,43,0,0,11,27,0.0,0,7,34,27,0,1,0,0,0,0,0,0,0,2018,1,9,56198.2,0,full
27703,584.24,37,0,1,0,7,0.0,0,3,7,5,2,0,0,1,0,0,0,0,0,2018,1,13,55081.9,0,full
3650,451.91,38,0,0,1,2,0.0,0,2,2,2,0,0,1,0,0,0,0,0,0,2018,3,13,40448.2,0,full
19900,134.41,35,0,1,1,6,0.0,0,3,9,4,2,0,0,0,1,0,0,0,0,2018,4,10,55783.3,0,full
26618,346.85,46,0,2,3,12,0.0,0,3,20,9,0,1,0,0,0,0,0,0,0,2018,3,27,48442.1,0,full
160115,469.77,2,0,6,2,13,0.0,0,5,11,6,7,0,0,1,0,0,0,0,0,2018,2,5,41518.2,0,full
60643,259.58,12,0,4,12,12,0.0,0,3,8,7,3,0,1,0,0,0,0,0,0,2018,3,21,51952.8,0,full
13831,662.53,22,0,1,7,10,0.0,0,3,11,8,2,0,0,1,0,0,0,0,0,2018,3,13,53983.3,0,full
70439,922.05,35,0,5,4,13,0.0,0,3,10,6,6,1,0,0,0,0,0,0,0,2018,3,7,64681.9,0,full
42977,196.15,29,0,4,4,13,0.0,0,4,23,9,0,0,0,0,1,0,0,0,0,2018,4,12,39481.9,0,full
6796,498.15,42,0,0,1,3,0.0,0,2,6,3,0,0,0,0,1,0,0,0,0,2018,2,13,56518.2,0,full
54344,112.75,20,0,3,5,14,0.0,0,1,16,10,1,0,0,1,0,0,0,0,0,2018,3,7,60998.2,0,full
7079,312.17,33,0,0,1,5,0.0,0,2,7,4,1,1,0,0,0,0,0,0,0,2018,2,19,53242.1,0,full
48958,372.4,36,0,2,5,12,0.0,0,6,18,9,2,0,0,1,0,0,0,0,0,2018,4,20,54027.5,0,full
9351,416.01,36,0,0,12,19,0.0,0,5,22,18,0,0,0,0,1,0,0,0,0,2018,3,25,50648.2,0,full
27670,193.38,30,0,2,1,11,0.0,0,5,13,9,0,0,0,0,1,0,0,0,0,2018,4,20,36718.2,0,full
47552,155.17,36,0,12,3,17,0.0,0,1,6,5,0,0,0,1,0,0,0,0,0,2018,3,13,51162.6,0,full
118810,457.02,46,0,6,2,11,0.0,0,5,7,5,0,0,1,0,0,0,0,0,0,2018,2,20,53881.9,0,full
65436,585.27,36,0,3,5,8,0.0,0,1,7,5,0,0,0,0,0,0,0,1,0,2018,1,19,60162.6,0,full
86236,349.57,27,0,8,3,25,0.0,0,8,23,17,0,1,0,0,0,0,0,0,0,2018,4,6,52642.1,0,full
64417,325.47,43,0,5,6,23,0.0,0,9,20,16,3,0,0,0,1,0,0,0,0,2018,2,5,41562.6,0,full
14545,421.99,46,0,0,2,4,0.0,0,4,7,4,0,0,0,0,1,0,0,0,0,2018,4,8,58081.9,0,full
47753,360.95,31,0,1,3,8,0.0,0,1,10,6,1,1,0,0,0,0,0,0,0,2018,2,2,58783.3,0,full
9446,283.2,40,0,0,0,3,0.0,0,0,5,2,3,0,0,0,1,0,0,0,0,2018,1,27,37598.2,0,full
23401,92.24,24,0,2,6,18,0.0,0,1,24,15,1,0,0,1,0,0,0,0,0,2018,4,8,41518.2,0,full
35382,532.49,31,0,1,6,9,0.0,0,2,21,8,0,0,0,1,0,0,0,0,0,2018,1,31,56881.9,0,full
27133,313.23,36,0,1,1,14,0.0,0,8,16,13,0,0,0,1,0,0,0,0,0,2018,2,6,47752.8,0,full
23255,331.94,42,0,1,8,14,0.0,0,4,19,12,3,1,0,0,0,0,0,0,0,2018,2,23,51998.2,0,full
6487,225.87,42,0,0,1,5,0.0,0,2,7,5,0,0,0,1,0,0,0,0,0,2018,3,15,54848.2,0,full
22502,208.11,22,0,1,3,11,0.0,0,2,11,10,0,1,0,0,0,0,0,0,0,2018,2,1,55042.1,0,full
27995,840.01,44,0,1,4,11,0.0,0,5,18,9,6,0,0,0,1,0,0,0,0,2018,3,17,49227.5,0,full
17580,287.42,46,0,2,10,11,0.0,0,3,10,8,0,1,0,0,0,0,0,0,0,2018,2,18,59798.2,0,full
27431,48.01,31,0,3,3,7,0.0,0,4,5,4,0,0,0,0,1,0,0,0,0,2018,1,3,53518.2,0,full
401,381.4,3,0,0,0,3,0.0,0,1,7,3,0,0,1,0,0,0,0,0,0,2018,2,12,62518.2,0,full
245678,481.9,14,0,15,7,18,0.0,0,1,4,3,0,0,0,0,0,0,0,1,0,2018,3,11,54442.1,0,full
3108,130.34,37,0,0,2,14,0.0,0,5,15,13,1,0,0,1,0,0,0,0,0,2018,3,31,36801.5,0,full
22238,903.45,23,0,0,0,7,0.0,0,4,11,7,0,0,0,1,0,0,0,0,0,2018,1,23,53842.1,0,full
34972,498.38,3,0,2,5,12,0.0,0,5,10,10,0,0,1,0,0,0,0,0,0,2018,2,22,52681.9,0,full
3816,416.28,42,0,1,14,27,0.0,0,3,48,26,1,1,0,0,0,0,0,0,0,2018,2,10,52783.3,0,full
9181,117.71,27,0,1,3,9,0.0,0,4,12,8,2,0,0,0,1,0,0,0,0,2018,3,21,55918.2,0,full
22532,215.25,4,0,5,3,13,0.0,0,5,10,7,1,0,0,1,0,0,0,0,0,2018,2,23,56752.8,0,full
61443,837.67,34,0,1,3,10,0.0,0,3,14,7,3,1,0,0,0,0,0,0,0,2018,3,23,55362.6,0,full
38331,211.01,40,0,4,15,20,0.0,0,7,22,16,0,1,0,0,0,0,0,0,0,2018,2,27,55681.9,0,full
68389,402.14,43,0,8,7,18,0.0,0,4,14,10,0,1,0,0,0,0,0,0,0,2018,1,29,58598.2,0,full
19621,433.86,46,0,2,4,11,0.0,0,2,18,8,4,0,0,0,1,0,0,0,0,2018,3,9,48762.6,0,full
12785,422.01,36,0,0,3,9,0.0,0,1,14,8,1,1,0,0,0,0,0,0,0,2018,1,11,58962.6,0,full
13557,320.05,36,0,0,2,8,0.0,0,4,9,8,0,0,0,0,1,0,0,0,0,2018,2,3,51481.9,0,full
28078,327.69,32,0,1,5,23,0.0,0,10,28,22,0,0,1,0,0,0,0,0,0,2018,2,22,46918.2,0,full
10631,320.01,36,0,0,6,10,0.0,0,3,14,9,3,0,0,0,1,0,0,0,0,2018,4,2,49318.2,0,full
11520,368.69,47,0,2,3,7,0.0,0,1,15,4,4,0,1,0,0,0,0,0,0,2018,2,21,52918.2,0,full
109072,602.3,24,0,3,2,14,0.0,0,3,14,11,0,0,0,1,0,0,0,0,0,2018,1,23,36801.5,0,full
30060,817.41,34,0,1,5,11,0.0,0,6,16,10,3,0,0,0,1,0,0,0,0,2018,1,17,36627.5,0,full
61513,525.05,24,0,3,4,8,0.0,0,2,11,4,2,0,0,1,0,0,0,0,0,2018,3,5,37362.6,0,full
7718,217.27,36,0,0,3,8,0.0,0,4,15,8,0,0,0,1,0,0,0,0,0,2018,3,21,58918.2,0,full
46376,49.05,21,0,2,6,12,0.0,0,1,11,10,1,0,0,0,1,0,0,0,0,2018,1,25,60947.4,0,full
15632,473.58,46,0,2,3,5,0.0,0,3,4,3,0,0,0,0,0,0,1,0,0,2018,1,25,59842.1,1,full
92062,815.5,18,0,4,2,15,0.0,0,4,15,10,2,1,0,0,0,0,0,0,0,2018,4,6,55827.5,0,full
10315,110.39,5,0,0,4,10,0.0,0,6,12,9,3,0,0,0,1,0,0,0,0,2018,1,23,55227.5,0,full
32772,632.32,34,0,2,7,10,0.0,0,6,9,7,4,0,0,1,0,0,0,0,0,2018,2,23,59593.3,0,full
19788,479.04,43,0,2,2,7,0.0,0,3,11,5,0,1,0,0,0,0,0,0,0,2018,3,25,58227.5,0,full
101700,456.88,36,0,3,7,13,0.0,0,2,22,10,0,0,0,1,0,0,0,0,0,2018,2,2,51952.8,0,full
54494,800.13,36,0,3,5,14,0.0,0,4,12,10,0,0,0,0,1,0,0,0,0,2018,3,3,42793.3,0,full
40609,640.1,27,0,1,7,10,0.0,0,8,16,9,0,0,0,0,1,0,0,0,0,2018,1,23,64681.9,0,full
86113,509.69,29,0,1,2,21,0.0,0,5,30,19,3,1,0,0,0,0,0,0,0,2018,2,6,37081.9,0,full
16721,360.87,42,0,0,0,11,0.0,0,3,22,11,0,1,0,0,0,0,0,0,0,2018,3,23,40783.3,0,full
116928,536.36,27,0,3,5,12,0.0,0,4,8,8,2,0,0,0,1,0,0,0,0,2018,2,13,56588.5,0,full
62852,58.76,11,0,4,2,10,0.0,0,4,9,6,0,0,0,0,0,0,0,1,0,2018,1,27,42398.2,0,full
36833,167.54,43,0,2,9,19,0.0,0,8,27,17,0,1,0,0,0,0,0,0,0,2018,3,19,39442.1,0,full
93334,173.45,28,0,7,2,19,0.0,0,5,14,11,1,1,0,0,0,0,0,0,0,2018,1,17,60118.2,0,full
12340,261.57,36,0,0,5,6,0.0,0,4,6,5,1,0,0,0,1,0,0,0,0,2018,3,13,40598.2,0,full
12364,307.45,46,0,1,8,12,0.0,0,5,25,11,1,0,0,1,0,0,0,0,0,2018,3,23,40993.3,0,full
24907,833.57,36,0,1,6,10,0.0,0,2,15,9,0,1,0,0,0,0,0,0,0,2018,1,3,58918.2,0,full
145690,402.14,34,0,2,3,17,0.0,0,3,23,15,2,1,0,0,0,0,0,0,0,2018,1,17,59983.3,0,full
12904,313.23,36,0,0,2,10,0.0,0,5,13,9,2,0,0,1,0,0,0,0,0,2018,3,21,52555.2,0,full
74590,714.33,22,0,2,6,10,0.0,0,4,8,8,1,1,0,0,0,0,0,0,0,2018,3,21,50963.4,0,full
120076,1148.14,24,0,7,9,12,0.0,0,3,5,4,3,0,0,0,0,0,0,1,0,2018,2,5,37042.1,0,full
36994,222.35,38,0,2,10,17,0.0,0,6,28,15,0,0,0,0,1,0,0,0,0,2018,3,5,55598.2,0,full
111878,984.68,43,0,4,8,16,0.0,0,2,24,12,0,1,0,0,0,0,0,0,0,2018,2,10,41383.3,0,full
16362,55.86,43,0,2,10,26,0.0,0,8,30,23,3,0,0,1,0,0,0,0,0,2018,3,11,37318.2,0,full
31307,1261.97,36,0,2,2,14,0.0,0,2,18,12,0,0,0,0,1,0,0,0,0,2018,2,5,50963.4,0,full
