total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y,vector_feature,non_decimal_feature,sentence_feature
105380,502.49,A,FL,06-Apr-18,13:21.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":11,""mort"":6}",0,"[5.16, 6.2, 2.27, 6.35, 8.47]",0b1011000000,사용자 로그인 기록
83701,392.59,D,WA,05-Feb-18,24:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":12,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":6,""mort"":2}",0,"[7.85, 9.17, 7.64, 6.62, 5.29]",0x232,알 수 없는 오류 발생
83037,963.68,D,NJ,27-Mar-18,35:55.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":19,""open_cc"":11,""mort"":0}",0,"[8.19, 7.16, 7.66, 7.69, 9.71]",0b1100111111,시스템 업데이트 필요
37210,150.56,C,MN,11-Feb-18,23:13.3,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":8,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":5,""mort"":1}",0,"[1.21, 1.96, 3.49, 4.93, 2.81]",0b1011000100,시스템 업데이트 필요
39536,483.1,D,MA,02-Feb-18,27:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":8,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":9,""mort"":2}",0,"[6.62, 4.19, 1.5, 5.98, 5.67]",0x37a,사용자 로그인 기록
30394,102.18,B,MI,18-Feb-18,10:27.5,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":9,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":7,""mort"":0}",0,"[4.33, 0.22, 3.46, 3.9, 3.95]",0x98,알 수 없는 오류 발생
57185,419.46,B,IL,05-Jan-18,31:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":37,""open_cc"":21,""mort"":2}",0,"[6.43, 3.21, 8.25, 1.71, 6.89]",0x33f,센서 값 정상 범위
16349,451.19,C,IL,11-Mar-18,02:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":12,""mort"":3}",0,"[8.48, 6.0, 8.4, 10.0, 0.6]",0x3ae,센서 값 정상 범위
19857,209.73,B,PA,13-Mar-18,21:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":10,""mort"":0}",0,"[8.88, 9.27, 5.48, 6.67, 6.12]",0x223,모터 온도 상승 경고
81103,1066.04,A,NC,17-Mar-18,18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":14,""open_cc"":9,""mort"":4}",0,"[6.61, 5.15, 0.2, 4.05, 2.75]",0b100000100,분석 보고서 생성됨
37650,464.87,B,OH,15-Mar-18,33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":21,""open_cc"":15,""mort"":0}",0,"[0.64, 3.7, 8.59, 3.0, 4.81]",0xd0,네트워크 연결 불안정
35479,515.68,B,NY,22-Apr-18,53:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":7,""mort"":0}",0,"[4.75, 6.57, 6.41, 0.14, 9.45]",0xab,배터리 잔량 부족
121893,271.84,C,KY,25-Feb-18,58:01.9,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":6,""mort"":10}",0,"[4.47, 4.38, 4.33, 6.5, 8.73]",0b11110100,배터리 잔량 부족
50734,227.23,B,NM,21-Feb-18,27:22.1,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":12,""open_cc"":7,""mort"":0}",0,"[1.73, 5.74, 0.34, 9.14, 5.89]",0b10000111,데이터 처리 성공
47123,509.11,B,IN,23-Jan-18,08:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":8,""mort"":1}",0,"[2.39, 0.56, 8.56, 6.14, 5.13]",0x1ac,알 수 없는 오류 발생
27470,313.23,A,AZ,27-Feb-18,58:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":13,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":7,""total_cc"":25,""open_cc"":9,""mort"":3}",0,"[1.19, 5.48, 7.67, 9.79, 1.7]",0b110010111,데이터 처리 성공
50384,92.18,D,NY,12-Apr-18,46:38.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":9,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":6,""mort"":0}",0,"[0.29, 0.93, 0.65, 3.25, 4.79]",0b101111010,시스템 업데이트 필요
163262,640.98,D,MN,10-Apr-18,18:01.9,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":4,""open_cc"":4,""mort"":1}",0,"[1.58, 7.77, 6.9, 1.63, 9.56]",0x35,시스템 업데이트 필요
59144,153.75,A,KY,12-Feb-18,17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":13,""open_cc"":5,""mort"":6}",0,"[1.88, 6.12, 0.76, 6.26, 8.9]",0b11101110,분석 보고서 생성됨
3503,294.27,B,VA,09-Jan-18,08:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":5,""mort"":2}",0,"[9.66, 4.06, 4.91, 4.42, 5.53]",0x2c1,배터리 잔량 부족
1220,179.44,D,PA,27-Mar-18,24:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":5,""mort"":0}",0,"[5.73, 6.56, 7.61, 8.23, 1.24]",0b111011,배터리 잔량 부족
24203,324.61,B,MA,21-Mar-18,22:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":11,""open_cc"":10,""mort"":0}",0,"[3.02, 7.79, 3.2, 8.64, 3.51]",0x174,네트워크 연결 불안정
26641,36.9,A,NJ,03-Jan-18,17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":24,""open_cc"":10,""mort"":0}",0,"[3.46, 8.86, 9.17, 4.02, 8.01]",0b11110011,센서 값 정상 범위
35342,320.05,B,TX,03-Feb-18,57:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":18,""open_cc"":13,""mort"":1}",0,"[1.77, 8.42, 7.14, 1.09, 3.3]",0b11111011,초기화 작업 진행 중
6155,201.04,C,NY,08-Apr-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":5,""mort"":0}",0,"[1.09, 9.35, 5.07, 4.7, 2.64]",0x2ba,분석 보고서 생성됨
2301,78.3,A,FL,19-Mar-18,06:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":6,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":8,""mort"":0}",0,"[6.06, 3.67, 9.92, 3.42, 9.48]",0b1101000011,사용자 로그인 기록
6174,1046.13,B,NY,12-Apr-18,46:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[4.66, 9.06, 1.6, 5.56, 4.05]",0x15f,알 수 없는 오류 발생
43011,770.95,D,CA,17-Feb-18,49:43.3,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":7,""mort"":3}",0,"[8.66, 3.13, 2.49, 6.02, 5.57]",0b101100001,사용자 로그인 기록
4561,313.18,A,TN,02-Apr-18,37:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":5,""mort"":0}",0,"[2.74, 3.66, 4.8, 2.68, 5.75]",0x251,센서 값 정상 범위
46828,733.87,B,IL,15-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":14,""total_cc"":29,""open_cc"":19,""mort"":2}",0,"[9.43, 0.35, 7.95, 1.52, 9.38]",0x312,초기화 작업 진행 중
61520,595.28,C,CO,16-Apr-18,17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":4,""mort"":2}",0,"[0.12, 2.38, 0.57, 7.02, 5.47]",0b1110110000,데이터 처리 성공
49013,349.57,C,AL,13-Mar-18,58:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":16,""open_cc"":9,""mort"":2}",0,"[6.47, 4.72, 9.75, 6.75, 9.86]",0b1100011010,초기화 작업 진행 중
20570,523.07,B,WI,27-Mar-18,41:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":7,""mort"":7}",0,"[9.73, 0.55, 4.89, 8.2, 5.17]",0b1100100011,센서 값 정상 범위
25038,609.17,A,NY,03-Mar-18,50:11.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":16,""open_cc"":7,""mort"":3}",0,"[6.12, 7.67, 9.36, 7.8, 0.8]",0b1000100010,네트워크 연결 불안정
75734,322.35,B,GA,29-Jan-18,14:08.2,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":3,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":5,""mort"":0}",0,"[2.26, 5.28, 8.09, 4.14, 1.14]",0x2d6,정기 점검 완료
15558,335.07,C,MN,11-Mar-18,12:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":3,""mort"":0}",0,"[8.15, 8.06, 4.59, 9.05, 4.69]",0x126,초기화 작업 진행 중
30328,321.82,B,PA,07-Feb-18,20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":4,""mort"":5}",0,"[8.72, 5.14, 5.44, 1.32, 5.82]",0b1000101000,센서 값 정상 범위
40043,360.29,F,MD,12-Feb-18,07:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":8,""mort"":2}",0,"[3.12, 4.69, 8.57, 4.42, 9.54]",0b1011110010,알 수 없는 오류 발생
58091,628.14,D,GA,21-Feb-18,28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":4,""total_cc"":6,""open_cc"":5,""mort"":1}",1,"[3.84, 6.28, 3.55, 9.62, 5.57]",0x1da,배터리 잔량 부족
9854,62.41,B,NJ,23-Mar-18,17:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":6,""mort"":0}",0,"[1.98, 9.33, 8.87, 8.15, 5.78]",0x3d1,알 수 없는 오류 발생
6345,376.59,D,CA,04-Apr-18,18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":3,""mort"":2}",0,"[5.45, 4.46, 7.64, 4.92, 0.78]",0b1000110111,모터 온도 상승 경고
19694,248.27,A,NJ,06-Apr-18,06:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":20,""open_cc"":3,""mort"":0}",0,"[2.41, 6.49, 8.18, 3.83, 0.62]",0b1101000100,시스템 업데이트 필요
24690,266.21,A,SC,16-Apr-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":5,""mort"":0}",0,"[9.46, 4.88, 8.38, 2.74, 8.11]",0x1a2,데이터 처리 성공
20547,407.69,C,TX,15-Mar-18,58:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":6,""mort"":0}",0,"[4.97, 7.21, 9.01, 5.04, 4.61]",0b111111011,분석 보고서 생성됨
12447,503.23,B,CA,15-Mar-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":5,""open_cc"":3,""mort"":0}",0,"[9.38, 1.78, 9.2, 3.41, 8.72]",0b100011101,데이터 처리 성공
253507,343.49,D,IL,06-Apr-18,35:55.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":3,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":2,""mort"":3}",0,"[5.22, 7.98, 6.53, 8.72, 3.09]",0x3a3,시스템 업데이트 필요
26502,316.64,D,OH,03-Mar-18,34:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":12,""open_cc"":9,""mort"":0}",0,"[9.09, 5.66, 3.72, 6.48, 4.86]",0x17d,데이터 처리 성공
62410,38.67,E,CO,13-Jan-18,19:43.3,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":3,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":1,""mort"":0}",0,"[3.54, 0.31, 0.44, 1.18, 5.69]",0x28b,사용자 로그인 기록
389,502.6,C,CA,02-Apr-18,47:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":1}",0,"[5.16, 5.01, 1.69, 7.56, 7.84]",0x1bf,알 수 없는 오류 발생
21479,427.11,B,AK,01-Mar-18,32:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":13,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":10,""open_cc"":8,""mort"":3}",0,"[5.47, 9.12, 7.34, 7.97, 6.62]",0b1111011010,알 수 없는 오류 발생
11326,307.5,A,KY,20-Feb-18,09:23.4,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":10,""mort"":3}",0,"[2.34, 8.97, 0.12, 9.22, 6.43]",0b1001101110,데이터 처리 성공
26536,663.64,D,GA,09-Mar-18,01:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":7,""open_cc"":7,""mort"":0}",0,"[8.66, 4.18, 2.08, 3.05, 4.67]",0b1110111010,센서 값 정상 범위
43133,77.36,B,CA,13-Mar-18,45:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":19,""open_cc"":8,""mort"":3}",0,"[7.5, 1.35, 2.32, 7.75, 3.37]",0b10100010,데이터 처리 성공
42810,505.71,C,MS,18-Apr-18,37:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":14,""open_cc"":11,""mort"":3}",0,"[1.97, 8.17, 8.57, 4.5, 3.2]",0b111000010,알 수 없는 오류 발생
67203,1185.78,B,MI,08-Feb-18,58:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":10,""mort"":2}",0,"[4.03, 0.99, 1.65, 4.94, 9.61]",0b101001001,모터 온도 상승 경고
20742,155.19,A,SC,03-Jan-18,33:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":20,""open_cc"":8,""mort"":4}",0,"[0.32, 7.83, 9.16, 3.12, 9.05]",0x2fd,사용자 로그인 기록
162295,860.86,A,NM,04-Apr-18,36:38.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":8,""open_cc"":3,""mort"":0}",0,"[0.69, 9.01, 4.94, 8.25, 0.19]",0b1101100010,사용자 로그인 기록
55690,1172.9,C,OK,11-Feb-18,43:08.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":5,""mort"":2}",0,"[3.52, 1.97, 2.74, 4.73, 6.98]",0x354,사용자 로그인 기록
238418,1092.29,D,DE,19-Feb-18,11:58.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":21,""satisfactory"":38,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":37,""open_cc"":32,""mort"":2}",0,"[8.39, 5.78, 2.24, 5.48, 5.1]",0b11001,모터 온도 상승 경고
14413,340.53,C,PA,07-Feb-18,17:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":14,""open_cc"":7,""mort"":6}",0,"[4.72, 0.68, 0.61, 0.75, 9.85]",0b100101000,배터리 잔량 부족
12238,486.58,C,NJ,27-Jan-18,43:08.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":5,""mort"":0}",0,"[8.46, 5.43, 5.92, 5.67, 4.7]",0x108,시스템 업데이트 필요
28534,228.84,B,CA,23-Mar-18,53:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":8,""mort"":0}",0,"[5.44, 0.17, 6.54, 0.73, 4.0]",0x224,사용자 로그인 기록
21835,664.2,B,NC,01-Jan-18,47:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":11,""mort"":2}",0,"[6.8, 6.57, 6.1, 5.77, 5.36]",0x1f7,정기 점검 완료
35675,1241.32,A,NY,18-Apr-18,32:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":9,""mort"":0}",0,"[3.4, 8.75, 5.25, 4.09, 5.7]",0xb2,센서 값 정상 범위
65800,335.07,C,CA,15-Mar-18,44:08.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":6,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":19,""open_cc"":15,""mort"":0}",0,"[5.34, 6.69, 8.36, 8.46, 2.43]",0b10000010,네트워크 연결 불안정
10174,245.96,A,NY,07-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":16,""open_cc"":5,""mort"":0}",0,"[6.86, 2.54, 3.64, 7.15, 0.32]",0b1011001111,알 수 없는 오류 발생
3234,128.01,B,SC,18-Apr-18,23:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":6,""mort"":1}",0,"[1.4, 7.6, 0.02, 7.06, 2.04]",0b1111001010,분석 보고서 생성됨
144836,1019.37,C,MA,31-Jan-18,39:43.3,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":4,""total_cc"":6,""open_cc"":4,""mort"":0}",0,"[6.25, 8.02, 4.96, 6.62, 5.29]",0b1010000111,정기 점검 완료
23558,609.17,A,CA,04-Feb-18,54:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":5,""mort"":4}",0,"[5.79, 6.51, 9.94, 9.19, 0.05]",0b1001010011,사용자 로그인 기록
117424,751.63,A,CT,19-Mar-18,35:55.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":8,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":16,""open_cc"":9,""mort"":2}",0,"[4.16, 7.48, 6.11, 6.85, 0.81]",0x2f6,초기화 작업 진행 중
24583,124.15,A,MN,15-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":5,""mort"":0}",0,"[2.55, 4.0, 4.92, 9.78, 5.26]",0b1001000010,센서 값 정상 범위
12628,303.7,B,CA,31-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":0}",0,"[7.03, 1.02, 8.11, 5.71, 1.1]",0x198,네트워크 연결 불안정
58238,730.89,A,NC,06-Apr-18,27:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":20,""open_cc"":12,""mort"":2}",0,"[2.23, 3.55, 8.74, 0.03, 4.18]",0x1a6,시스템 업데이트 필요
841,102.68,D,UT,29-Jan-18,24:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":0}",0,"[2.26, 3.22, 5.82, 5.7, 3.43]",0b111111100,모터 온도 상승 경고
214173,745.92,C,NV,05-Mar-18,46:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":20,""open_cc"":16,""mort"":2}",0,"[4.6, 9.11, 1.7, 5.25, 4.64]",0b1101111100,시스템 업데이트 필요
79437,389.58,B,NY,11-Mar-18,07:22.1,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":5,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":19,""open_cc"":10,""mort"":0}",0,"[7.77, 1.36, 5.45, 5.5, 1.76]",0x2e,네트워크 연결 불안정
857,307.25,B,NC,17-Mar-18,52:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":4,""mort"":2}",0,"[7.77, 0.66, 9.79, 5.74, 9.86]",0x1e3,시스템 업데이트 필요
14344,289.06,A,GA,05-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":14,""open_cc"":12,""mort"":1}",0,"[8.61, 3.49, 1.36, 5.7, 3.17]",0b1001011001,분석 보고서 생성됨
19348,109.63,A,CA,10-Feb-18,02:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":6,""mort"":0}",0,"[9.83, 0.27, 4.67, 2.41, 3.43]",0x54,데이터 처리 성공
43916,240.92,A,FL,12-Feb-18,57:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":18,""open_cc"":18,""mort"":1}",0,"[7.87, 4.69, 3.73, 3.66, 8.77]",0x2c9,배터리 잔량 부족
112029,392.36,B,IL,20-Feb-18,44:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":4,""mort"":6}",0,"[8.04, 2.56, 2.67, 3.17, 3.6]",0x216,초기화 작업 진행 중
