total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y,vector_feature,non_decimal_feature,sentence_feature
84155,1280.01,B,NY,23-Mar-18,44:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":5,""mort"":3}",0,"[7.45, 0.16, 6.12, 5.67, 1.55]",0b100110110,데이터 처리 성공
3103,161.18,B,KS,05-Mar-18,22:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":3,""open_cc"":2,""mort"":0}",0,"[2.58, 6.1, 5.11, 1.33, 6.94]",0b1101110000,정기 점검 완료
20133,391.96,C,NY,05-Mar-18,41:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":19,""open_cc"":3,""mort"":3}",0,"[9.51, 1.65, 0.09, 0.1, 8.41]",0x35c,배터리 잔량 부족
5229,307.5,A,NY,12-Feb-18,22:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":6,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":5,""mort"":0}",0,"[5.47, 9.6, 2.76, 6.04, 5.02]",0b111011010,센서 값 정상 범위
25609,481.9,E,NY,31-Jan-18,18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":0}",0,"[9.5, 8.6, 6.28, 6.12, 1.91]",0xee,사용자 로그인 기록
34139,1143.39,D,NJ,06-Apr-18,26:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":18,""open_cc"":16,""mort"":0}",0,"[2.52, 0.28, 3.45, 9.86, 0.15]",0b10101,알 수 없는 오류 발생
18726,693.7,C,NJ,21-Mar-18,26:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":20,""open_cc"":11,""mort"":0}",0,"[7.1, 0.51, 8.72, 7.2, 3.21]",0b1111001000,모터 온도 상승 경고
41045,675.17,B,VA,10-Apr-18,43:08.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":11,""mort"":0}",0,"[6.08, 2.43, 3.33, 0.91, 5.52]",0b110100001,네트워크 연결 불안정
22984,737.88,A,MA,14-Apr-18,18:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":0,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":0}",0,"[2.05, 0.42, 6.21, 3.17, 2.53]",0b100011000,사용자 로그인 기록
26355,117.95,A,IN,23-Feb-18,57:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":17,""open_cc"":9,""mort"":1}",0,"[2.64, 7.77, 9.89, 8.75, 9.55]",0b101101001,네트워크 연결 불안정
160421,289.31,A,MD,14-Apr-18,44:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":9,""mort"":3}",0,"[7.19, 0.68, 6.27, 4.28, 7.31]",0b1001100000,센서 값 정상 범위
23720,691.69,C,IL,01-Feb-18,22:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":8,""mort"":0}",0,"[2.91, 3.57, 7.62, 9.75, 1.25]",0b1110101010,사용자 로그인 기록
22803,152.84,A,CA,04-Feb-18,47:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":4,""mort"":0}",0,"[6.06, 8.79, 7.34, 2.55, 3.26]",0xe5,시스템 업데이트 필요
65055,461.03,C,NC,03-Feb-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":6,""mort"":2}",0,"[9.23, 2.44, 4.98, 4.38, 1.03]",0x65,모터 온도 상승 경고
43061,877.73,E,OH,11-Mar-18,55:47.4,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":9,""open_cc"":3,""mort"":2}",0,"[9.48, 9.06, 2.48, 7.17, 4.18]",0x5a,알 수 없는 오류 발생
42958,409.61,D,OK,01-Jan-18,10:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":19,""open_cc"":11,""mort"":0}",0,"[9.92, 5.15, 9.21, 0.37, 4.09]",0b1110101000,분석 보고서 생성됨
73036,469.77,A,IL,21-Mar-18,22:42.6,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":7,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":8,""mort"":4}",0,"[5.87, 1.61, 6.51, 8.14, 7.6]",0b1010110110,배터리 잔량 부족
93333,273.08,D,IL,11-Jan-18,56:38.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":6,""mort"":0}",0,"[0.36, 6.79, 2.33, 6.69, 5.41]",0b1100100111,알 수 없는 오류 발생
10,310.38,A,CA,01-Jan-18,53:13.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":2,""mort"":0}",0,"[2.89, 0.01, 2.08, 2.22, 0.31]",0x1fa,분석 보고서 생성됨
83572,523.14,B,CO,07-Mar-18,51:58.2,"{""current_delinq"":0,""current_installment"":16,""opened_24m"":3,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":8,""mort"":0}",0,"[5.77, 2.64, 7.74, 1.13, 5.89]",0x22e,네트워크 연결 불안정
22229,281.19,D,OH,29-Mar-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":15,""open_cc"":12,""mort"":0}",0,"[1.43, 8.42, 9.76, 7.22, 9.93]",0xbb,배터리 잔량 부족
3908,194.79,B,WI,27-Jan-18,25:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":2,""mort"":3}",0,"[8.03, 5.25, 9.48, 6.99, 3.66]",0b1011100,사용자 로그인 기록
0,461.18,A,MO,16-Apr-18,43:08.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":8,""open_cc"":4,""mort"":2}",0,"[5.61, 4.76, 9.87, 1.88, 8.67]",0xfd,배터리 잔량 부족
40285,310.38,A,MA,27-Jan-18,30:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":21,""open_cc"":13,""mort"":2}",0,"[5.39, 0.67, 6.88, 8.22, 6.77]",0x108,모터 온도 상승 경고
116281,947.15,F,TX,02-Apr-18,16:38.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":7,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":3,""mort"":4}",0,"[7.1, 4.57, 3.47, 4.83, 4.79]",0x319,배터리 잔량 부족
55833,298.82,D,GA,02-Feb-18,13:21.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":16,""open_cc"":10,""mort"":1}",0,"[5.99, 3.64, 7.52, 0.59, 6.77]",0x60,데이터 처리 성공
15627,309.62,C,CO,21-Feb-18,56:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":3,""mort"":0}",0,"[1.53, 2.63, 7.16, 6.56, 2.23]",0x7b,데이터 처리 성공
17781,233.1,C,NE,04-Feb-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":4,""mort"":2}",0,"[5.11, 9.86, 4.45, 0.43, 6.39]",0b1111010101,센서 값 정상 범위
26161,211.01,C,NV,08-Feb-18,23:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":0}",0,"[7.08, 0.49, 4.79, 6.33, 9.52]",0b1100110111,사용자 로그인 기록
87422,437.92,C,CA,03-Jan-18,24:08.2,"{""current_delinq"":1,""current_installment"":3,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":null,""30d_past_due"":1,""active_debit"":2,""total_cc"":10,""open_cc"":5,""mort"":2}",0,"[2.95, 7.16, 0.8, 5.67, 3.57]",0x114,분석 보고서 생성됨
162278,502.6,C,VT,11-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":6,""mort"":4}",0,"[9.72, 5.06, 6.61, 4.21, 6.46]",0x118,모터 온도 상승 경고
20283,150.58,A,MD,07-Feb-18,01:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":2,""mort"":0}",0,"[3.6, 5.03, 2.43, 9.16, 4.38]",0b10010,사용자 로그인 기록
24764,430.65,D,NJ,01-Mar-18,56:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":23,""open_cc"":17,""mort"":1}",0,"[5.31, 9.78, 2.27, 2.82, 2.75]",0b1010010110,사용자 로그인 기록
109072,717.75,D,WA,02-Apr-18,51:58.2,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":3,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":6,""mort"":0}",0,"[2.59, 1.39, 9.71, 0.42, 2.62]",0b1110000010,시스템 업데이트 필요
107379,398.42,D,CA,23-Jan-18,41:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":14,""total_cc"":17,""open_cc"":16,""mort"":1}",0,"[4.97, 8.31, 7.68, 7.44, 1.46]",0b11111110,사용자 로그인 기록
98928,1333.96,D,MN,18-Apr-18,26:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":11,""satisfactory"":27,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":12,""total_cc"":30,""open_cc"":23,""mort"":2}",0,"[7.94, 5.63, 4.11, 2.02, 9.12]",0b1001111101,정기 점검 완료
52703,485.59,C,FL,23-Mar-18,52:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":6,""mort"":0}",0,"[7.86, 8.71, 5.72, 2.9, 7.13]",0b100011110,알 수 없는 오류 발생
50209,889.38,B,SC,01-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":25,""open_cc"":16,""mort"":3}",0,"[7.17, 8.49, 0.96, 0.1, 4.46]",0b111111111,알 수 없는 오류 발생
109518,352.93,B,MA,03-Feb-18,41:58.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":1,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":4}",0,"[6.76, 3.41, 6.75, 8.79, 7.93]",0b1000001100,분석 보고서 생성됨
4796,208.01,B,CA,15-Mar-18,46:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":5,""open_cc"":4,""mort"":2}",0,"[1.1, 6.6, 5.16, 5.02, 1.63]",0x88,데이터 처리 성공
25166,291.03,D,NC,10-Apr-18,36:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":4,""mort"":1}",0,"[5.64, 6.37, 7.51, 0.38, 7.94]",0b1111010110,센서 값 정상 범위
79084,529.88,D,GA,15-Feb-18,05:52.8,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":8,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":8,""mort"":2}",0,"[1.92, 2.06, 7.51, 5.07, 6.09]",0x234,네트워크 연결 불안정
36282,234.9,A,CA,09-Jan-18,30:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":4,""mort"":0}",0,"[1.23, 2.02, 9.85, 1.35, 9.13]",0b1001100101,알 수 없는 오류 발생
7938,182.75,A,CA,07-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":4,""mort"":3}",0,"[5.02, 7.86, 5.0, 5.01, 0.35]",0b10010,모터 온도 상승 경고
32542,218.52,C,FL,23-Mar-18,49:43.3,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":7,""open_cc"":7,""mort"":0}",0,"[0.77, 6.45, 5.5, 6.24, 6.95]",0b1101110111,센서 값 정상 범위
12695,138.74,C,NY,23-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":15,""open_cc"":6,""mort"":0}",0,"[0.2, 0.49, 0.07, 1.09, 8.92]",0b1110100111,모터 온도 상승 경고
3646,93.45,C,CA,29-Jan-18,05:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[7.87, 9.69, 6.28, 0.01, 4.04]",0x312,배터리 잔량 부족
111743,466.57,B,FL,17-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":8,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":26,""open_cc"":19,""mort"":2}",0,"[2.51, 6.52, 0.33, 9.97, 4.38]",0b1011010,데이터 처리 성공
42298,496.3,C,MI,02-Feb-18,09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":8,""mort"":0}",0,"[6.18, 4.64, 9.45, 5.74, 2.95]",0b1101011100,사용자 로그인 기록
7326,233.1,C,WA,09-Mar-18,47:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":2,""mort"":0}",0,"[1.42, 9.62, 7.16, 5.4, 5.01]",0b1100100,네트워크 연결 불안정
10632,306.49,E,VA,12-Apr-18,40:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":3,""mort"":0}",0,"[3.48, 8.58, 1.74, 9.39, 2.81]",0b101111001,네트워크 연결 불안정
20865,897.37,D,SC,01-Mar-18,20:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":7,""total_cc"":16,""open_cc"":11,""mort"":4}",0,"[5.47, 9.31, 8.47, 5.7, 8.14]",0x331,배터리 잔량 부족
34773,112.77,A,VA,05-Jan-18,52:42.6,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[9.31, 3.11, 3.56, 8.42, 6.2]",0x225,모터 온도 상승 경고
217309,1289.19,B,OR,11-Mar-18,04:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":13,""total_cc"":24,""open_cc"":19,""mort"":3}",0,"[1.01, 3.9, 0.69, 9.89, 9.67]",0xf1,배터리 잔량 부족
25691,679.58,C,CA,14-Feb-18,09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":6,""mort"":0}",0,"[5.03, 7.59, 1.73, 6.27, 7.98]",0b111110110,시스템 업데이트 필요
124845,578.1,B,CO,15-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":14,""open_cc"":6,""mort"":3}",0,"[2.14, 5.47, 2.43, 3.77, 3.7]",0b1101101001,정기 점검 완료
65500,339.79,C,TX,08-Feb-18,12:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":11,""open_cc"":5,""mort"":0}",0,"[7.26, 8.77, 8.72, 8.66, 1.1]",0x81,정기 점검 완료
12037,453.66,C,PA,23-Jan-18,27:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":9,""mort"":0}",0,"[8.1, 8.51, 2.8, 5.98, 5.78]",0b1000001010,시스템 업데이트 필요
70963,520.35,C,MA,16-Feb-18,08:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":4,""mort"":0}",0,"[6.23, 0.45, 2.7, 2.79, 8.2]",0x281,사용자 로그인 기록
37068,235.38,B,WA,13-Mar-18,48:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":15,""open_cc"":11,""mort"":0}",0,"[7.84, 8.04, 2.08, 2.95, 6.7]",0b11000111,데이터 처리 성공
143742,666.71,C,MD,18-Apr-18,37:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":12,""open_cc"":10,""mort"":1}",0,"[3.6, 0.62, 9.09, 1.83, 4.65]",0b1110100101,배터리 잔량 부족
64509,866.72,C,MN,12-Apr-18,50:11.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":26,""open_cc"":10,""mort"":1}",0,"[6.13, 0.17, 0.93, 7.63, 8.03]",0x104,정기 점검 완료
38011,415.06,B,CA,01-Mar-18,57:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":6,""mort"":0}",0,"[0.78, 9.94, 3.35, 0.54, 2.02]",0x2ce,데이터 처리 성공
28194,469.77,A,CA,17-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":6,""mort"":0}",0,"[5.23, 1.16, 5.42, 9.31, 3.75]",0b110010100,사용자 로그인 기록
20410,193.38,B,KY,13-Mar-18,52:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":18,""open_cc"":9,""mort"":1}",0,"[9.09, 1.33, 9.51, 0.41, 0.6]",0b101001011,데이터 처리 성공
146230,684.33,C,ID,23-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":7,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":20,""open_cc"":11,""mort"":5}",0,"[0.74, 0.58, 3.9, 5.49, 6.72]",0x35f,모터 온도 상승 경고
21893,609.17,A,SC,05-Feb-18,48:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":5,""mort"":0}",0,"[0.74, 7.07, 5.53, 4.35, 6.67]",0x220,모터 온도 상승 경고
72753,225.54,C,MN,23-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":4,""mort"":8}",0,"[6.46, 0.95, 1.48, 5.08, 0.89]",0x2e1,정기 점검 완료
15690,351.67,C,MA,27-Jan-18,15:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":21,""open_cc"":15,""mort"":0}",0,"[6.03, 8.94, 0.39, 7.68, 1.14]",0b1111010011,모터 온도 상승 경고
38522,602.21,A,TX,11-Feb-18,43:08.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":6,""mort"":3}",0,"[6.66, 6.17, 5.81, 9.94, 5.9]",0b110011,정기 점검 완료
5047,152.3,A,GA,19-Jan-18,45:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":33,""open_cc"":11,""mort"":0}",0,"[4.71, 7.65, 2.54, 8.98, 1.75]",0x3d9,네트워크 연결 불안정
50530,218.28,D,MN,12-Apr-18,16:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":13,""open_cc"":8,""mort"":1}",0,"[9.25, 0.95, 3.18, 0.92, 6.98]",0x345,알 수 없는 오류 발생
57345,1024.16,B,NV,21-Jan-18,11:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":27,""open_cc"":14,""mort"":3}",0,"[3.71, 9.21, 7.86, 6.99, 3.43]",0x1b0,사용자 로그인 기록
27127,365.45,A,MO,21-Mar-18,22:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":14,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":46,""open_cc"":19,""mort"":0}",0,"[2.5, 7.93, 3.19, 7.9, 3.27]",0b1001100010,데이터 처리 성공
77990,1280.2,B,FL,14-Feb-18,20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":7,""mort"":1}",0,"[1.32, 9.45, 3.64, 5.19, 7.79]",0x43,분석 보고서 생성됨
18855,413.59,C,MA,21-Jan-18,22:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":3,""mort"":0}",0,"[7.21, 5.94, 5.5, 3.12, 6.66]",0b1000101001,모터 온도 상승 경고
28759,304.54,A,MO,13-Mar-18,44:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":11,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":42,""open_cc"":23,""mort"":1}",0,"[9.04, 7.87, 4.66, 1.49, 3.37]",0x1de,배터리 잔량 부족
21978,895.02,E,CA,09-Jan-18,33:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":2,""mort"":0}",0,"[3.02, 0.39, 5.36, 6.03, 4.61]",0x172,사용자 로그인 기록
17611,121.42,C,GA,31-Jan-18,07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":4,""mort"":2}",0,"[9.22, 3.58, 0.07, 9.12, 5.25]",0b110011010,알 수 없는 오류 발생
35518,243.63,A,VA,06-Apr-18,31:58.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":2,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":9,""mort"":3}",0,"[5.36, 9.89, 2.51, 3.29, 3.18]",0xd3,알 수 없는 오류 발생
139253,939.68,A,CA,13-Mar-18,13:21.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":21,""open_cc"":9,""mort"":1}",0,"[4.33, 0.73, 3.01, 4.03, 2.9]",0b1100110001,네트워크 연결 불안정
23143,478.15,B,CA,08-Feb-18,34:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":3}",0,"[0.53, 0.91, 4.62, 7.51, 8.65]",0b1011001000,데이터 처리 성공
