total_credit_utilized,installment,state,non_decimal_feature,sentence_feature,accounts_current_delinq,accounts_current_installment,accounts_opened_24m,accounts_satisfactory,accounts_120d_past_due,accounts_30d_past_due,accounts_active_debit,accounts_total_cc,accounts_open_cc,accounts_mort,grade_C,grade_D,grade_A,grade_B,grade_Missing,grade_F,grade_E,grade_G,issue_date_year,issue_date_month,issue_date_day,application_time_time_seconds,vector_feature_pca_0,vector_feature_pca_1,vector_feature_pca_2,y,split
51930,290,23,0b1100001101,알 수 없는 오류 발생,0,1,13,15,0.0,0,7,19,14,1,1,0,0,0,0,0,0,0,2018,3,9,47048.2,0.02061426055462512,1.922705162145717,0.47645911593536283,0,full
16320,375,26,0b1010000000,알 수 없는 오류 발생,0,4,3,9,0.0,0,2,11,4,4,0,0,1,0,0,0,0,0,2018,4,10,51998.2,2.574623647257127,-3.0428300899922274,2.0740276329508687,0,full
88510,546,43,0b1100011110,배터리 잔량 부족,0,4,2,9,0.0,0,1,5,4,1,0,1,0,0,0,0,0,0,2018,3,13,59281.9,-1.4040866785349277,-0.5931487438366805,-2.7709069881539783,0,full
52030,419,42,0b11000001,모터 온도 상승 경고,0,3,5,8,0.0,0,2,7,5,0,0,0,0,1,0,0,0,0,2018,4,12,37993.3,-5.405309719869564,0.2339062785605055,-1.5386943311564485,0,full
9750,984,37,0b1101000111,알 수 없는 오류 발생,0,0,4,7,0.0,0,2,7,6,0,0,0,0,1,0,0,0,0,2018,3,9,52555.2,2.9994434964089187,-0.9018195964472433,0.615501552306764,0,full
36110,295,18,0x37b,데이터 처리 성공,0,2,6,11,0.0,0,1,17,8,2,1,0,0,0,0,0,0,0,2018,4,10,38198.2,2.5353971717479507,-1.304971127746791,2.3683151031332494,0,full
25520,281,37,0b1001100000,사용자 로그인 기록,0,1,6,24,0.0,0,9,29,23,0,0,0,1,0,0,0,0,0,2018,2,15,38198.2,1.340565545227018,2.3200066289731547,1.2507019006769182,0,full
36330,860,32,0x2c3,모터 온도 상승 경고,0,1,5,13,0.0,0,5,15,11,2,0,0,0,0,0,0,1,0,2018,2,20,53518.2,4.226617165331524,1.1048068820069625,-2.707087762477351,0,full
98810,916,36,0x210,배터리 잔량 부족,0,1,8,16,0.0,0,5,19,15,4,0,1,0,0,0,0,0,0,2018,2,13,50842.1,-2.082523018812944,-2.33418357126928,-3.692127459860953,0,full
65870,519,33,0b1101101001,네트워크 연결 불안정,0,2,4,35,0.0,0,11,39,33,0,0,0,0,1,0,0,0,0,2018,3,13,57952.8,-0.40695528846679707,-1.995059130641284,-0.15063535219105884,0,full
49710,290,47,0x18f,알 수 없는 오류 발생,0,3,3,10,0.0,0,5,9,7,0,0,1,0,0,0,0,0,0,2018,1,3,56281.9,-0.6494997442557269,-4.336027730509354,-4.8594809698541965,0,full
22290,789,20,0b1000100111,데이터 처리 성공,0,0,3,9,0.0,0,4,11,9,0,0,1,0,0,0,0,0,0,2018,4,12,60998.2,-1.6903791447335281,-1.1202900935312314,-4.907926407491884,0,full
21690,294,43,0x30d,정기 점검 완료,0,1,3,7,0.0,0,3,9,6,0,0,0,0,1,0,0,0,0,2018,2,20,49448.2,-0.7467752989954644,4.197145095836979,1.6011047630936508,0,full
98190,166,42,0x128,정기 점검 완료,0,11,10,19,0.0,0,2,8,8,0,0,0,0,1,0,0,0,0,2018,3,13,39011.2,3.694991921637297,1.2723187447757196,-3.4480537409734064,0,full
19140,261,43,0x367,데이터 처리 성공,0,1,6,11,0.0,0,5,11,10,0,0,0,0,1,0,0,0,0,2018,2,7,50752.8,-0.251492087564265,5.436270121816347,-2.766446074462242,0,full
54320,161,30,0b1110011111,데이터 처리 성공,0,3,5,10,0.0,0,4,14,7,0,0,0,0,1,0,0,0,0,2018,1,9,43042.1,-1.248573384359462,2.499397161643043,3.2849541524338646,0,full
7980,239,40,0b100110101,데이터 처리 성공,0,1,1,13,0.0,0,9,16,12,0,1,0,0,0,0,0,0,0,2018,4,8,54952.8,-3.5198197949202075,-1.709624542652799,3.430909888860403,0,full
106480,372,20,0b1000001000,정기 점검 완료,0,4,3,20,0.0,0,7,25,15,1,0,0,1,0,0,0,0,0,2018,4,10,52362.6,-1.2772074843799293,-0.25890832913365003,4.483051455668378,0,full
40070,422,12,0b100110110,모터 온도 상승 경고,0,2,0,4,0.0,0,2,4,2,0,0,0,1,0,0,0,0,0,2018,2,4,42248.2,3.1004753461471584,-2.508904774232147,-2.301168271767004,0,full
131420,177,34,0b10111,초기화 작업 진행 중,0,12,5,20,0.0,0,4,13,7,0,0,0,0,1,0,0,0,0,2018,2,27,53648.2,0.7493119110686566,-0.30504272759331386,-0.482337854073001,0,full
5610,248,46,0b1010001111,사용자 로그인 기록,0,0,1,5,0.0,0,3,11,5,1,1,0,0,0,0,0,0,0,2018,2,4,39398.2,-1.4506417383497756,-3.1802350949360756,-2.5967488792120905,0,full
52270,166,27,0b1101011101,데이터 처리 성공,0,3,3,5,0.0,0,0,13,1,1,0,0,0,1,0,0,0,0,2018,3,11,51118.2,-0.6893122002457268,1.1714905034917011,4.931292239025647,0,full
64860,546,0,0b1001111101,시스템 업데이트 필요,0,7,6,18,0.0,0,6,14,10,1,0,1,0,0,0,0,0,0,2018,3,15,50842.1,-2.6162075084492873,-1.3873804670533278,2.8182184563518726,0,full
28500,415,5,0b101110110,데이터 처리 성공,0,1,1,4,0.0,0,1,3,2,1,0,1,0,0,0,0,0,0,2018,2,11,56281.9,0.6062634778764906,-1.271831061703116,-5.350514664636446,0,full
98720,657,34,0x317,분석 보고서 생성됨,0,2,6,13,0.0,0,4,18,9,4,0,0,1,0,0,0,0,0,2018,3,23,38648.2,-0.39527944739764154,0.26113288058469664,4.038833591169589,0,full
42020,550,42,0x340,배터리 잔량 부족,0,2,6,11,0.0,0,2,12,8,1,0,1,0,0,0,0,0,0,2018,3,15,62383.3,-0.2716123745107688,-0.5437993224613944,-2.253650706288032,0,full
8070,486,22,0b1000100,시스템 업데이트 필요,0,1,8,7,0.0,0,3,8,6,0,1,0,0,0,0,0,0,0,2018,2,9,59983.3,-2.1837389026274256,0.6177476669534405,2.42900202288508,0,full
7070,631,40,0b1000110111,배터리 잔량 부족,0,1,5,7,0.0,0,1,10,6,1,1,0,0,0,0,0,0,0,2018,2,3,51848.2,0.8224901404386626,1.2670208292047684,4.148188470308816,0,full
25400,602,28,0b101001011,시스템 업데이트 필요,0,2,4,8,0.0,0,1,10,5,1,0,0,1,0,0,0,0,0,2018,2,11,56648.2,-0.9782816090807724,-2.7619546029340807,1.2385563630825702,0,full
840,615,44,0b1001000100,초기화 작업 진행 중,0,0,0,3,0.0,0,2,4,3,0,0,1,0,0,0,0,0,0,2018,3,21,41048.2,5.104426700424443,4.639916241494899,-0.4984440913207866,0,full
94960,1179,22,0x3cd,분석 보고서 생성됨,0,5,6,12,0.0,0,3,11,6,5,0,0,0,1,0,0,0,0,2018,3,21,52918.2,-1.9066472708023445,-5.116638977761693,3.4954358907416685,0,full
22530,173,43,0x308,네트워크 연결 불안정,0,3,8,7,0.0,0,1,10,4,1,1,0,0,0,0,0,0,0,2018,4,20,40042.1,1.770873702510234,-0.2208679270287197,0.4864243292843895,0,full
17760,569,36,0b1011110101,정기 점검 완료,0,0,0,6,0.0,0,2,7,6,0,1,0,0,0,0,0,0,0,2018,1,29,56842.1,-3.404976412063636,2.1157896352332726,-3.25589750046871,0,full
17400,194,36,0x2a5,사용자 로그인 기록,0,4,4,9,0.0,0,1,6,4,1,0,0,1,0,0,0,0,0,2018,1,3,55042.1,-2.447651544112301,-4.962993954891346,-2.1351809324111324,0,full
27300,511,46,0b1010100010,모터 온도 상승 경고,0,0,3,7,0.0,0,3,22,6,1,0,0,1,0,0,0,0,0,2018,3,17,63162.6,-3.844936812776297,2.483674767764607,-0.8425193602366017,0,full
51750,699,36,0b101110100,초기화 작업 진행 중,0,1,3,9,0.0,0,5,12,8,0,0,1,0,0,0,0,0,0,2018,3,17,57193.3,2.0204693750156544,4.335589381657534,0.5908086552871801,0,full
14650,508,24,0x1be,배터리 잔량 부족,0,1,6,11,0.0,0,4,17,9,4,0,0,0,1,0,0,0,0,2018,3,25,57583.3,5.037457246478334,0.8597457770658012,-0.09518459097742582,0,full
8540,251,36,0x20f,네트워크 연결 불안정,0,1,1,2,0.0,0,1,2,1,0,0,1,0,0,0,0,0,0,2018,3,25,60248.2,0.7961582989421983,-0.3569570415892498,-1.944408025341544,0,full
4500,303,23,0x21b,모터 온도 상승 경고,0,0,4,5,0.0,0,3,5,4,1,0,1,0,0,0,0,0,0,2018,2,3,59798.2,-1.3269346267583684,2.844504221165873,-5.170779431172502,0,full
27900,169,35,0x3e4,배터리 잔량 부족,0,3,7,14,0.0,0,3,18,10,0,1,0,0,0,0,0,0,0,2018,4,16,56562.6,2.965718589989746,-1.1104390895160758,0.601777416381279,0,full
74060,628,36,0x89,분석 보고서 생성됨,0,2,8,15,0.0,0,3,29,12,3,0,1,0,0,0,0,0,0,2018,2,12,57011.2,2.4251969178245076,-2.0119167946069396,-1.251015602302969,0,full
37590,421,8,0x3c3,시스템 업데이트 필요,0,6,5,11,0.0,0,4,5,5,0,1,0,0,0,0,0,0,0,2018,3,25,55081.9,-3.5046969725698416,1.683197004329327,1.2312988162063574,0,full
14270,833,31,0b10100011,알 수 없는 오류 발생,0,0,11,16,0.0,0,8,18,15,1,1,0,0,0,0,0,0,0,2018,3,19,59983.3,-3.98961760794573,3.562345439908344,-2.1519241651338916,0,full
19440,111,43,0x79,정기 점검 완료,0,1,2,9,0.0,0,3,13,8,0,0,1,0,0,0,0,0,0,2018,2,14,48955.2,-1.0633244817057683,0.19229446218006974,-2.0574290645477085,0,full
80650,266,23,0b1100101011,데이터 처리 성공,0,11,8,15,0.0,0,2,5,3,2,1,0,0,0,0,0,0,0,2018,3,29,55081.9,1.1490976315047936,2.478752786796945,-3.41887793738454,0,full
18240,433,43,0b110001100,네트워크 연결 불안정,0,1,3,8,0.0,0,6,10,7,0,0,0,0,1,0,0,0,0,2018,3,5,51952.8,-0.7013558103501376,2.053512119501579,-3.4815092533412906,0,full
41060,478,31,0b100100101,정기 점검 완료,0,4,1,6,0.0,0,1,2,2,0,0,1,0,0,0,0,0,0,2018,1,21,56518.2,0.07849634951529039,2.8863935519295323,5.445800344061545,0,full
9800,798,41,0x32c,모터 온도 상승 경고,0,1,10,17,0.0,0,3,17,14,3,0,0,1,0,0,0,0,0,2018,3,13,57193.3,0.002387637039939605,2.330907478380815,-1.6198365481234278,0,full
61620,501,35,0b100011110,모터 온도 상승 경고,0,2,4,9,0.0,0,3,12,7,0,0,0,1,0,0,0,0,0,2018,3,17,36442.1,-2.449399308904497,0.09777412762429627,-3.4326724390326255,0,full
7710,304,36,0xde,분석 보고서 생성됨,0,0,3,8,0.0,0,4,9,7,1,0,0,1,0,0,0,0,0,2018,4,8,52393.3,-1.9963558292421104,-1.4447386847019752,4.368552448513426,0,full
72390,292,24,0b1011101,사용자 로그인 기록,0,2,6,7,0.0,0,1,7,3,2,0,0,1,0,0,0,0,0,2018,1,17,41983.3,2.2218447558376226,1.408086632780777,4.245576705290861,0,full
63280,368,42,0x3c2,분석 보고서 생성됨,0,2,2,4,0.0,0,0,4,1,3,0,0,0,1,0,0,0,0,2018,3,23,36563.4,-3.234372590797298,-6.098284775762907,-4.645637218695348,0,full
13620,480,36,0b1000100001,알 수 없는 오류 발생,0,2,6,7,0.0,0,2,15,4,4,0,0,0,1,0,0,0,0,2018,2,3,56383.3,1.7661193537222202,0.139757966379789,2.8607705332319666,0,full
42000,461,37,0xec,네트워크 연결 불안정,0,3,14,13,0.0,0,3,9,9,3,1,0,0,0,0,0,0,0,2018,3,7,54352.8,-2.710960934922096,4.413800883673363,4.401271430736361,0,full
8640,351,22,0b11111101,사용자 로그인 기록,0,3,11,11,0.0,0,1,11,7,2,1,0,0,0,0,0,0,0,2018,2,2,49918.2,0.8295914695308086,-0.6950305170811415,-0.8001786004880485,0,full
33420,313,26,0x10c,모터 온도 상승 경고,0,2,7,8,0.0,0,1,6,5,4,0,0,1,0,0,0,0,0,2018,1,21,36248.2,-1.6156096283422212,1.0716509610432405,4.087373341001778,0,full
36120,159,29,0b10001101,사용자 로그인 기록,0,2,9,20,0.0,0,4,31,18,2,0,0,0,1,0,0,0,0,2018,2,20,56518.2,-2.6906604836943915,-0.7816281445021778,4.250810204046501,0,full
24750,398,31,0x335,모터 온도 상승 경고,0,3,4,7,0.0,0,1,3,3,1,0,1,0,0,0,0,0,0,2018,1,25,41048.2,5.241160361917836,0.5445190966290179,2.197700133606962,0,full
2700,1066,36,0x2e1,사용자 로그인 기록,0,0,3,4,0.0,0,1,7,3,1,0,0,1,0,0,0,0,0,2018,1,27,60998.2,-4.33013537148854,-2.168301055334063,-4.682691682302714,0,full
38870,80,46,0b1110011110,배터리 잔량 부족,0,3,3,17,0.0,0,5,25,13,2,0,0,0,1,0,0,0,0,2018,1,5,64183.3,2.0751931599682027,-4.125721755706185,-0.05964236196918282,0,full
44820,451,18,0b101110100,모터 온도 상승 경고,0,2,1,11,0.0,0,5,10,9,0,0,0,1,0,0,0,0,0,2018,1,13,42442.1,-1.1406042286010418,-0.10818159673510586,4.013621908232838,0,full
5240,483,36,0b1101000,초기화 작업 진행 중,0,0,2,4,0.0,0,4,4,4,0,0,0,0,1,0,0,0,0,2018,1,31,57398.2,5.167645525870573,0.7555240591474304,-1.916732571080793,0,full
85780,476,22,0x20d,정기 점검 완료,0,4,2,7,0.0,0,1,8,3,0,1,0,0,0,0,0,0,0,2018,2,16,38427.5,-0.45828919575867477,-2.7437955919001675,2.950358548468553,0,full
20430,342,37,0x1dd,정기 점검 완료,0,2,2,9,0.0,0,2,7,6,1,1,0,0,0,0,0,0,0,2018,3,19,52362.6,-0.924586285503048,6.63311383327036,-2.67414918631151,0,full
60540,243,21,0b100001101,센서 값 정상 범위,0,15,5,22,0.0,0,4,7,7,0,0,0,0,1,0,0,0,0,2018,1,21,50518.2,3.238888726566313,-1.7938117047806639,4.887381343871115,0,full
40860,335,46,0b1011111010,분석 보고서 생성됨,0,2,6,7,0.0,0,1,26,6,2,1,0,0,0,0,0,0,0,2018,2,16,53198.2,5.738951764418238,-4.337025503636872,-1.1250766740548404,0,full
28520,307,42,0b101101100,알 수 없는 오류 발생,0,2,11,9,0.0,0,5,15,6,1,1,0,0,0,0,0,0,0,2018,3,17,52362.6,0.8534192060718953,-1.3243917235924867,-1.713968566738548,0,full
55610,855,36,0xc6,정기 점검 완료,0,2,6,28,0.0,0,9,43,25,2,1,0,0,0,0,0,0,0,2018,3,3,42718.2,-2.729218009656701,-0.4717759961386836,1.4263639513467377,0,full
24350,121,24,0b1000001000,알 수 없는 오류 발생,0,5,3,16,0.0,0,4,18,10,5,0,0,1,0,0,0,0,0,2018,1,29,58042.1,-3.9212364874465138,-5.086949962276963,-3.3635857656252597,0,full
5940,160,36,0x291,네트워크 연결 불안정,0,1,3,3,0.0,0,1,3,2,0,0,0,0,1,0,0,0,0,2018,3,5,63193.3,-2.329807300498282,-2.672561241834215,-6.0635491602353815,0,full
50940,884,13,0b1011001000,네트워크 연결 불안정,0,3,9,27,0.0,0,12,29,22,2,0,1,0,0,0,0,0,0,2018,3,7,52362.6,3.3964468636239387,0.6343760661103746,-1.5548106820884238,0,full
18450,557,36,0b1001111101,배터리 잔량 부족,0,3,1,5,0.0,0,2,2,2,0,0,1,0,0,0,0,0,0,2018,1,1,58448.2,-1.0071400083102646,2.1554408250885038,-4.716520258637279,0,full
40250,233,5,0b1000011111,사용자 로그인 기록,0,3,5,12,0.0,0,1,11,8,2,1,0,0,0,0,0,0,0,2018,3,21,47518.2,-0.8859745753573747,-1.5097034871498645,-3.342245303119644,0,full
19630,451,37,0b1000000000,알 수 없는 오류 발생,0,2,3,7,0.0,0,2,11,4,1,0,0,0,1,0,0,0,0,2018,3,7,41562.6,-2.05895071600823,-5.501468986335161,-3.326820327051287,0,full
15470,351,23,0b11101110,시스템 업데이트 필요,0,3,12,12,0.0,0,5,11,8,2,1,0,0,0,0,0,0,0,2018,3,19,51352.8,-3.3328191084860377,2.8067023751636553,-0.8484087025955498,0,full
21510,389,24,0x28c,사용자 로그인 기록,0,1,3,9,0.0,0,3,11,8,0,1,0,0,0,0,0,0,0,2018,3,11,62001.5,5.119015213118378,1.9632412854795342,-3.3733693889259713,0,full
72580,346,37,0x2f7,분석 보고서 생성됨,0,4,4,11,0.0,0,1,14,7,1,1,0,0,0,0,0,0,0,2018,2,12,61042.1,4.324104272919023,-1.777750121470568,4.349831088255853,0,full
69100,141,35,0x285,초기화 작업 진행 중,0,4,8,23,0.0,0,7,23,18,5,1,0,0,0,0,0,0,0,2018,3,15,62881.9,-1.7609376760010162,-6.01729396889851,-1.2598643685260402,0,full
13860,214,38,0b111011100,배터리 잔량 부족,0,2,1,6,0.0,0,2,5,4,0,0,0,0,1,0,0,0,0,2018,3,21,55783.3,0.07407710485555175,-3.801193694209465,-0.8861462910254607,0,full
17010,789,31,0x267,데이터 처리 성공,0,0,1,8,0.0,0,1,16,7,3,1,0,0,0,0,0,0,0,2018,2,20,56752.8,2.5321770223367936,-2.9245943476310288,1.6334698261307663,0,full
40800,167,3,0b11010001,분석 보고서 생성됨,0,1,6,12,0.0,0,5,12,10,0,1,0,0,0,0,0,0,0,2018,1,17,51627.5,0.6879893996247599,1.0960651738046776,-3.9768849889327726,0,full
85220,335,44,0x259,알 수 없는 오류 발생,0,3,1,7,0.0,0,2,6,4,0,0,0,1,0,0,0,0,0,2018,1,9,64042.1,0.6486609221039057,-5.363143396966573,-0.17603745767122625,0,full
59210,767,2,0b1011110110,사용자 로그인 기록,0,4,7,16,0.0,0,4,21,12,8,0,1,0,0,0,0,0,0,2018,2,25,54718.2,-3.5075656212382107,-1.116247200165155,-3.6597781295106384,0,full
25600,64,43,0x1d0,정기 점검 완료,0,3,12,15,0.0,0,2,35,13,0,0,0,0,1,0,0,0,0,2018,2,23,58163.4,0.7401846695214278,1.9291445748787757,3.3911013107675094,0,full
154320,780,24,0b1100001001,데이터 처리 성공,0,6,3,14,0.0,0,3,8,7,5,0,0,0,1,0,0,0,0,2018,4,8,56242.1,3.059682575086544,1.4843113778462227,4.217512397419138,0,full
118760,626,35,0b1101111,시스템 업데이트 필요,0,3,3,5,0.0,0,2,3,2,0,0,0,1,0,0,0,0,0,2018,3,13,37393.3,5.183725522271485,2.5077180789679803,0.7379777095623368,0,full
31220,515,22,0b1110100111,알 수 없는 오류 발생,0,1,1,5,0.0,0,3,9,4,0,0,0,0,1,0,0,0,0,2018,2,13,40552.8,1.4692283149502705,-3.1461361273668382,2.1817616999276312,0,full
9860,322,12,0xbd,분석 보고서 생성됨,0,0,2,8,0.0,0,3,15,7,3,0,0,0,1,0,0,0,0,2018,1,15,46962.6,-2.8453533201013905,-1.0068390200503252,-5.305777901409577,0,full
88000,173,36,0b1101001000,분석 보고서 생성됨,0,2,3,11,0.0,0,4,20,7,5,1,0,0,0,0,0,0,0,2018,1,11,50752.8,-4.463459040499417,-1.2706830376756706,-1.7562164920098908,0,full
46000,332,30,0xf1,알 수 없는 오류 발생,0,3,2,8,0.0,0,5,12,5,0,0,0,0,1,0,0,0,0,2018,3,29,59593.3,-0.1136111911041966,-1.986342047317228,1.1930264980187149,0,full
783820,1144,2,0xe0,데이터 처리 성공,0,10,3,20,0.0,0,7,14,10,0,0,0,0,1,0,0,0,0,2018,2,11,57011.2,-5.315291996789661,1.7121392658477026,-3.9714650686640134,0,full
50290,1096,43,0xe6,센서 값 정상 범위,0,1,4,14,0.0,0,5,12,12,6,0,0,1,0,0,0,0,0,2018,2,18,57011.2,-3.0678001801315027,0.621318831685028,-0.7984571171962394,0,full
60970,1204,43,0b1100010,초기화 작업 진행 중,0,1,2,13,0.0,0,7,15,10,0,0,0,1,0,0,0,0,0,2018,4,12,57481.9,5.205579463133755,-0.5757173573307135,-0.2708431812602061,0,full
21590,93,40,0b101001111,사용자 로그인 기록,0,1,5,17,0.0,0,13,23,16,0,0,0,1,0,0,0,0,0,2018,1,17,60481.9,0.7677265555321764,1.7307516229439353,-1.7300452139997269,0,full
7930,144,24,0b1000111111,네트워크 연결 불안정,0,1,0,5,0.0,0,2,7,4,0,0,0,1,0,0,0,0,0,2018,3,31,53152.8,-3.1496064790794724,-3.845336340770503,-3.681667238470982,0,full
27700,584,37,0b11101100,데이터 처리 성공,0,1,0,7,0.0,0,3,7,5,2,0,0,1,0,0,0,0,0,2018,1,13,55081.9,-2.3413981530115437,1.2933828717628453,-3.638103714602894,0,full
3650,451,38,0x2d6,배터리 잔량 부족,0,0,1,2,0.0,0,2,2,2,0,0,1,0,0,0,0,0,0,2018,3,13,40448.2,1.5108370113382001,1.918608740850396,5.092468887372706,0,full
19900,134,35,0b1101111,센서 값 정상 범위,0,1,1,6,0.0,0,3,9,4,2,0,0,0,1,0,0,0,0,2018,4,10,55783.3,2.8955140005741296,5.492425001322171,3.235757808635145,0,full
26610,346,46,0b1111010011,시스템 업데이트 필요,0,2,3,12,0.0,0,3,20,9,0,1,0,0,0,0,0,0,0,2018,3,27,48442.1,2.886680483900678,-3.0415938839368684,-2.362081590791215,0,full
160110,469,2,0x50,시스템 업데이트 필요,0,6,2,13,0.0,0,5,11,6,7,0,0,1,0,0,0,0,0,2018,2,5,41518.2,-4.299791454380973,2.470832330560305,0.3263810699303118,0,full
60640,259,12,0x33,데이터 처리 성공,0,4,12,12,0.0,0,3,8,7,3,0,1,0,0,0,0,0,0,2018,3,21,51952.8,0.22255563905839404,0.3744221559417822,2.2228728812022114,0,full
13830,662,22,0x5b,분석 보고서 생성됨,0,1,7,10,0.0,0,3,11,8,2,0,0,1,0,0,0,0,0,2018,3,13,53983.3,2.36981929992303,1.55973671937097,-0.2966493785706783,0,full
70430,922,35,0x37,모터 온도 상승 경고,0,5,4,13,0.0,0,3,10,6,6,1,0,0,0,0,0,0,0,2018,3,7,64681.9,-3.6998356761812947,-4.542995399645257,-5.881768617877038,0,full
42970,196,29,0b100010111,시스템 업데이트 필요,0,4,4,13,0.0,0,4,23,9,0,0,0,0,1,0,0,0,0,2018,4,12,39481.9,-1.0918340669989495,1.1079157147593994,4.878009222022917,0,full
6790,498,42,0x239,정기 점검 완료,0,0,1,3,0.0,0,2,6,3,0,0,0,0,1,0,0,0,0,2018,2,13,56518.2,-3.5364717945253417,-5.1229592074961126,-2.005619934709478,0,full
54340,112,20,0b11101,데이터 처리 성공,0,3,5,14,0.0,0,1,16,10,1,0,0,1,0,0,0,0,0,2018,3,7,60998.2,0.6573127681990298,-3.617945362245458,-0.8167619926262635,0,full
7070,312,33,0b100000111,센서 값 정상 범위,0,0,1,5,0.0,0,2,7,4,1,1,0,0,0,0,0,0,0,2018,2,19,53242.1,-3.862762178872912,-2.727227850410716,-2.3443737781450524,0,full
48950,372,36,0b10001,정기 점검 완료,0,2,5,12,0.0,0,6,18,9,2,0,0,1,0,0,0,0,0,2018,4,20,54027.5,-0.7201810216356237,-7.012929833063943,3.6129385670758074,0,full
9350,416,36,0x1b8,정기 점검 완료,0,0,12,19,0.0,0,5,22,18,0,0,0,0,1,0,0,0,0,2018,3,25,50648.2,-2.549038826065121,3.2523341363967555,-0.9400548046576622,0,full
27670,193,30,0x3d6,배터리 잔량 부족,0,2,1,11,0.0,0,5,13,9,0,0,0,0,1,0,0,0,0,2018,4,20,36718.2,2.6414571949611183,-3.8572718214083905,-1.8592120358934485,0,full
47550,155,36,0xcc,데이터 처리 성공,0,12,3,17,0.0,0,1,6,5,0,0,0,1,0,0,0,0,0,2018,3,13,51162.6,-3.999637528586463,0.16127793742235141,0.2758797465569929,0,full
118810,457,46,0b111111011,시스템 업데이트 필요,0,6,2,11,0.0,0,5,7,5,0,0,1,0,0,0,0,0,0,2018,2,20,53881.9,-0.7057297451952573,-1.7684481054879733,-2.3536046768530463,0,full
65430,585,36,0b11110,데이터 처리 성공,0,3,5,8,0.0,0,1,7,5,0,0,0,0,0,0,0,1,0,2018,1,19,60162.6,1.4297370643900082,-3.2251378929443906,-0.3579946131368974,0,full
86230,349,27,0b110101111,분석 보고서 생성됨,0,8,3,25,0.0,0,8,23,17,0,1,0,0,0,0,0,0,0,2018,4,6,52642.1,-6.262727236260048,1.9174013606003149,1.5650175837554778,0,full
64410,325,43,0b101011011,사용자 로그인 기록,0,5,6,23,0.0,0,9,20,16,3,0,0,0,1,0,0,0,0,2018,2,5,41562.6,3.3617143073866798,0.6124326715475563,-1.0870980092646212,0,full
14540,421,46,0x3af,시스템 업데이트 필요,0,0,2,4,0.0,0,4,7,4,0,0,0,0,1,0,0,0,0,2018,4,8,58081.9,-0.714760492601112,-3.3342160714825138,-2.240018685784703,0,full
47750,360,31,0x170,분석 보고서 생성됨,0,1,3,8,0.0,0,1,10,6,1,1,0,0,0,0,0,0,0,2018,2,2,58783.3,-0.872426411633731,5.287546934311201,-4.463714445980455,0,full
9440,283,40,0x1f1,알 수 없는 오류 발생,0,0,0,3,0.0,0,0,5,2,3,0,0,0,1,0,0,0,0,2018,1,27,37598.2,3.4756409642850743,3.7605247040961265,-3.358656886205291,0,full
23400,92,24,0x1cd,네트워크 연결 불안정,0,2,6,18,0.0,0,1,24,15,1,0,0,1,0,0,0,0,0,2018,4,8,41518.2,-1.0705797996699298,-4.815825376791588,-3.322092246080893,0,full
35380,532,31,0x1a,분석 보고서 생성됨,0,1,6,9,0.0,0,2,21,8,0,0,0,1,0,0,0,0,0,2018,1,31,56881.9,-1.8294569083038725,5.748576334573598,-1.9055834085695453,0,full
27130,313,36,0b100011010,네트워크 연결 불안정,0,1,1,14,0.0,0,8,16,13,0,0,0,1,0,0,0,0,0,2018,2,6,47752.8,3.541576097747787,0.05963868317405829,3.9252471796605084,0,full
23250,331,42,0b1111100100,알 수 없는 오류 발생,0,1,8,14,0.0,0,4,19,12,3,1,0,0,0,0,0,0,0,2018,2,23,51998.2,-2.527077727468353,-3.5850902617909157,2.51823939335853,0,full
6480,225,42,0x3e1,알 수 없는 오류 발생,0,0,1,5,0.0,0,2,7,5,0,0,0,1,0,0,0,0,0,2018,3,15,54848.2,4.690424568891442,-4.805362438837314,3.4222441370842835,0,full
22500,208,22,0x27b,데이터 처리 성공,0,1,3,11,0.0,0,2,11,10,0,1,0,0,0,0,0,0,0,2018,2,1,55042.1,-4.151168977052326,-1.646117307192906,-5.796992814846146,0,full
27990,840,44,0b1010000000,데이터 처리 성공,0,1,4,11,0.0,0,5,18,9,6,0,0,0,1,0,0,0,0,2018,3,17,49227.5,-3.0404726352418914,-6.012015961193159,0.6014753520494134,0,full
17580,287,46,0b1001111111,정기 점검 완료,0,2,10,11,0.0,0,3,10,8,0,1,0,0,0,0,0,0,0,2018,2,18,59798.2,-2.9563947498563037,1.8450566868756093,3.6523066234248285,0,full
27430,48,31,0b1110100001,초기화 작업 진행 중,0,3,3,7,0.0,0,4,5,4,0,0,0,0,1,0,0,0,0,2018,1,3,53518.2,-5.674398275982791,-4.232330388176293,2.2997803979897915,0,full
400,381,3,0x1ec,알 수 없는 오류 발생,0,0,0,3,0.0,0,1,7,3,0,0,1,0,0,0,0,0,0,2018,2,12,62518.2,5.424336571387799,3.567312095207199,0.784671937670951,0,full
245670,481,14,0x42,사용자 로그인 기록,0,15,7,18,0.0,0,1,4,3,0,0,0,0,0,0,0,1,0,2018,3,11,54442.1,2.972358169315065,-2.045275619365418,-4.364090118266876,0,full
3100,130,37,0b1100000000,정기 점검 완료,0,0,2,14,0.0,0,5,15,13,1,0,0,1,0,0,0,0,0,2018,3,31,36801.5,-0.40766824820337133,-3.296711518815391,-4.357430563450137,0,full
